iter	Logloss
517	0.4621871598
518	0.4621534805
519	0.4621155027
520	0.4620859163
521	0.4620491153
522	0.4620220649
523	0.4620007662
524	0.4619669478
525	0.4619270697
526	0.461893456
527	0.461843181
528	0.4618153625
529	0.4617939438
530	0.4617669317
531	0.4617431634
532	0.4617142086
533	0.4616891098
534	0.4616372415
535	0.46160188
536	0.4615764304
537	0.4615365698
538	0.4615028522
539	0.4614646539
540	0.4614293321
541	0.461395129
542	0.4613632191
543	0.4613298557
544	0.4612983086
545	0.4612661742
546	0.4612382603
547	0.4612127011
548	0.4611761442
549	0.4611327898
550	0.4611038607
551	0.4610567076
552	0.4610234926
553	0.4610003326
554	0.460965787
555	0.4609310771
556	0.4609008379
557	0.4608745178
558	0.4608430752
559	0.4608085053
560	0.4607885356
561	0.4607544764
562	0.4607147495
563	0.4606917339
564	0.4606661177
565	0.4606392955
566	0.46059815
567	0.4605623978
568	0.4605196572
569	0.4604815308
570	0.4604442377
571	0.4603838937
572	0.4603463561
573	0.460305176
574	0.4602785385
575	0.4602352016
576	0.4601986553
577	0.460161196
578	0.4601314203
579	0.4600940023
580	0.4600658157
581	0.4600315951
582	0.4599931692
583	0.459964427
584	0.4599451832
585	0.4599266382
586	0.4598887431
587	0.4598603488
588	0.4598164086
589	0.4597965123
590	0.4597576389
591	0.4597325253
592	0.459688773
593	0.4596444721
594	0.4596108011
595	0.4595713842
596	0.4595146349
597	0.4594867218
598	0.4594456669
599	0.4594179192
600	0.459387998
601	0.4593639908
602	0.45933224
603	0.4593051307
604	0.4592830734
605	0.4592522375
606	0.4592345852
607	0.4591962394
608	0.4591780778
609	0.4591536203
610	0.4591136942
611	0.4590847732
612	0.4590473441
613	0.4590234927
614	0.4589847225
615	0.4589609758
616	0.4589345989
617	0.4588892841
618	0.4588646183
619	0.4588319538
620	0.4588145611
621	0.4587862571
622	0.4587462013
623	0.4587209747
624	0.4586838502
625	0.458659791
626	0.4586237692
627	0.458591928
628	0.4585687162
629	0.4585471926
630	0.4585122215
631	0.4584707336
632	0.4584360208
633	0.4584029273
634	0.4583630109
635	0.4583416499
636	0.4583129753
637	0.4582890683
638	0.4582642618
639	0.4582398964
640	0.4582120423
641	0.4581866058
642	0.458167091
643	0.4581204849
644	0.4580873641
645	0.4580502272
646	0.4580238226
647	0.4579878709
648	0.4579644555
649	0.4579423856
650	0.4579042782
651	0.4578667341
652	0.4578289736
653	0.4577961414
654	0.4577575923
655	0.4577209912
656	0.4576849127
657	0.4576542157
658	0.4576265479
659	0.45759003
660	0.4575660559
661	0.45753855
662	0.4574993328
663	0.45747172
664	0.4574388705
665	0.4574078042
666	0.4573884894
667	0.4573498121
668	0.4573239541
669	0.4572918563
670	0.4572710224
671	0.4572463073
672	0.4572236072
673	0.4571947943
674	0.4571574973
675	0.4571279486
676	0.4570954678
677	0.4570688671
678	0.4570361522
679	0.4570124197
680	0.456989807
681	0.4569746934
682	0.4569357344
683	0.4569150624
684	0.4568824741
685	0.4568546892
686	0.4568299649
687	0.4568016188
688	0.4567781544
689	0.4567534889
690	0.4567225394
691	0.4566967722
692	0.4566604651
693	0.4566279419
694	0.4565972753
695	0.4565770857
696	0.4565373725
697	0.4565085736
698	0.4564683739
699	0.4564345323
700	0.4563900753
701	0.4563677524
702	0.4563442795
703	0.4563240054
704	0.4562861419
705	0.4562524744
706	0.4562276684
707	0.456196705
708	0.4561649963
709	0.4561189834
710	0.456092784
711	0.4560647303
712	0.4560395321
713	0.456009142
714	0.4559947426
715	0.4559537718
716	0.455929951
717	0.4559010929
718	0.4558674239
719	0.4558478308
720	0.4558170571
721	0.455789935
722	0.4557488841
723	0.4557177191
724	0.4556936003
725	0.4556625637
726	0.45561722
727	0.4555882286
728	0.4555530013
729	0.4555200364
730	0.4554922198
731	0.455469064
732	0.4554522899
733	0.4554370277
734	0.4554078361
735	0.455380618
736	0.4553573977
737	0.4553236749
738	0.4553007754
739	0.4552774211
740	0.4552580711
741	0.4552313636
742	0.4552095164
743	0.4551767963
744	0.4551571478
745	0.4551299178
746	0.4551102661
747	0.4550895367
748	0.4550599354
749	0.4550376712
750	0.4549940968
751	0.4549648508
752	0.4549352544
753	0.45489054
754	0.4548655602
755	0.4548368691
756	0.4548067944
757	0.4547690915
758	0.4547363969
759	0.4547204546
760	0.4546987047
761	0.4546673867
762	0.4546336207
763	0.454604158
764	0.4545717555
765	0.4545500457
766	0.4545003472
767	0.4544768553
768	0.4544519558
769	0.4544291222
770	0.4544088796
771	0.4543813622
772	0.454368193
773	0.4543404106
774	0.4543196801
775	0.4543021097
776	0.4542845255
777	0.4542471808
778	0.4542191158
779	0.4541970856
780	0.4541684178
781	0.4541405216
782	0.4541159736
783	0.4540960965
784	0.4540653299
785	0.4540474453
786	0.4540263852
787	0.4539917266
788	0.453956153
789	0.4539373785
790	0.4539045517
791	0.4538838446
792	0.4538568429
793	0.4538330359
794	0.453816866
795	0.453795627
796	0.4537689141
797	0.4537482482
798	0.4537264943
799	0.4537034203
800	0.4536840791
801	0.4536581951
802	0.4536403453
803	0.4536077923
804	0.4535908244
805	0.4535553809
806	0.4535235829
807	0.4534921792
808	0.4534765937
809	0.453452918
810	0.4534334699
811	0.4534150335
812	0.4533909911
813	0.453377272
814	0.4533508763
815	0.4533264519
816	0.4533120271
817	0.4532887859
818	0.4532659325
819	0.453241988
820	0.4532164735
821	0.4531794422
822	0.4531596036
823	0.4531398951
824	0.4531135066
825	0.4530853653
826	0.4530534563
827	0.4530380266
828	0.45301555
829	0.4529908614
830	0.4529693063
831	0.4529337139
832	0.4529113314
833	0.4528858617
834	0.4528698714
835	0.4528380143
836	0.4528146161
837	0.4527959236
838	0.4527669833
839	0.4527302234
840	0.4527074161
841	0.4526799625
842	0.4526566061
843	0.4526262626
844	0.4526079237
845	0.4525789091
846	0.4525422539
847	0.4525107098
848	0.4524957084
849	0.4524696078
850	0.4524341432
851	0.4524069377
852	0.4523910754
853	0.4523596181
854	0.4523407643
855	0.4523123734
856	0.4522794478
857	0.4522543181
858	0.4522340148
859	0.452214322
860	0.4521963971
861	0.452162694
862	0.4521480757
863	0.4521277714
864	0.4520968422
865	0.4520692549
866	0.4520448714
867	0.4520196661
868	0.451987891
869	0.4519721636
870	0.4519534558
871	0.4519365592
872	0.4519162339
873	0.451893127
874	0.451866468
875	0.4518473468
876	0.4518403265
877	0.4518207006
878	0.4517902932
879	0.4517629861
880	0.4517434994
881	0.4517142561
882	0.4516981838
883	0.4516686422
884	0.4516415328
885	0.4516250192
886	0.4516051856
887	0.4515848841
888	0.4515567012
889	0.4515281531
890	0.4515045167
891	0.4514863871
892	0.4514761728
893	0.4514609638
894	0.4514382213
895	0.4514170032
896	0.4513930598
897	0.4513787557
898	0.4513574206
899	0.451337467
900	0.451320506
901	0.4513091378
902	0.4512865025
903	0.4512612157
904	0.4512439136
905	0.4512187312
906	0.4511892478
907	0.4511652664
908	0.4511508969
909	0.4511237702
910	0.4510906707
911	0.4510755309
912	0.4510517322
913	0.4510406109
914	0.451008247
915	0.4509892926
916	0.4509607536
917	0.4509434668
918	0.4509124185
919	0.4508959224
920	0.4508786112
921	0.4508577675
922	0.4508376613
923	0.4508196654
924	0.4507927057
925	0.4507644869
926	0.4507377165
927	0.4507121713
928	0.4506933956
929	0.4506725779
930	0.4506472747
931	0.4506187558
932	0.4505901841
933	0.450567084
934	0.4505356028
935	0.4505161339
936	0.4504878604
937	0.4504749006
938	0.4504358774
939	0.4504026048
940	0.4503785359
941	0.4503410716
942	0.4503145123
943	0.4502903715
944	0.4502624005
945	0.4502345557
946	0.4502124126
947	0.4501867818
948	0.4501672124
949	0.4501462263
950	0.4501347268
951	0.4501087052
952	0.4500973995
953	0.4500778097
954	0.4500494226
955	0.4500308047
956	0.4500144932
957	0.4499934527
958	0.4499676837
959	0.4499384785
960	0.4499081824
961	0.4498959893
962	0.44987676
963	0.4498473695
964	0.449826017
965	0.4498004408
966	0.449783773
967	0.4497516931
968	0.4497373866
969	0.4497134111
970	0.4496928301
971	0.4496789384
972	0.4496588984
973	0.4496352646
974	0.4496197201
975	0.4495981881
976	0.4495765408
977	0.4495438826
978	0.4495276662
979	0.4495100475
980	0.4494963767
981	0.4494776734
982	0.4494568568
983	0.4494376318
984	0.4494218277
985	0.4494104829
986	0.4493922761
987	0.4493691755
988	0.4493515003
989	0.4493270721
990	0.4493026576
991	0.4492721024
992	0.4492393694
993	0.449216456
994	0.4491970493
995	0.4491807617
996	0.4491689531
997	0.4491536383
998	0.4491311304
999	0.4491057738
